STATEFIPS,STATE,COUNTYFIPS,COUNTYNAME,AGI_STUB,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
17,IL,201,Winnebago County,0,136815.0000,50554.0000,74975.0000,273805.0000,95157.0000,6481914.0000,113555.0000,4808017.0000,44689.0000,61809.0000,24873.0000,104819.0000,22624.0000,68051.0000,19023.0000,170572.0000,726.0000,18557.0000,102854.0000,16602.0000,248202.0000,27323.0000,508718.0000,18183.0000,129905.0000,17189.0000,190856.0000,519.0000,8770.0000,44460.0000,868673.0000,36449.0000,161033.0000,6865.0000,8144.0000,41482.0000,192586.0000,44341.0000,370214.0000,36161.0000,221591.0000,34962.0000,118147.0000,100494.0000,4197819.0000,45021.0000,51449.0000,23465.0000,28431.0000,5464.0000,2480.0000,4819.0000,1137.0000,28176.0000,65490.0000,25364.0000,57612.0000,21510.0000,28588.0000,2092.0000,10790.0000,87782.0000,671554.0000,96340.0000,705855.0000,16349.0000,62835.0000,113723.0000,312309.0000
17,IL,203,Woodford County,0,18148.0000,9133.0000,10170.0000,37159.0000,11693.0000,1205206.0000,15566.0000,824446.0000,10526.0000,17142.0000,5252.0000,24001.0000,4694.0000,12623.0000,2595.0000,27390.0000,908.0000,3634.0000,17184.0000,2226.0000,34606.0000,4544.0000,99254.0000,1381.0000,9226.0000,2918.0000,36635.0000,143.0000,2177.0000,6776.0000,149031.0000,5795.0000,32949.0000,853.0000,979.0000,6379.0000,27693.0000,6767.0000,62546.0000,5305.0000,36511.0000,5417.0000,27530.0000,14722.0000,857060.0000,6543.0000,8552.0000,3441.0000,5197.0000,706.0000,334.0000,731.0000,425.0000,1894.0000,3708.0000,1642.0000,3330.0000,1347.0000,1736.0000,523.0000,2354.0000,13573.0000,150725.0000,14241.0000,158712.0000,3281.0000,19304.0000,13785.0000,36854.0000
18,IN,000,Indiana,0,3018010.0000,1199292.0000,1627612.0000,6124578.0000,2120102.0000,147556434.00,2526015.0000,110645192.00,970282.0000,1543612.0000,522944.0000,2174828.0000,475294.0000,1530879.0000,395031.0000,4002311.0000,53687.0000,383609.0000,3480643.0000,299603.0000,4089674.0000,625972.0000,10101698.000,264797.0000,1752975.0000,360658.0000,4081680.0000,12241.0000,237054.0000,804501.0000,16886358.000,742581.0000,3884796.0000,42527.0000,54149.0000,729208.0000,1469203.0000,802357.0000,5669983.0000,656999.0000,4860283.0000,634490.0000,2807381.0000,2212125.0000,98313294.000,963981.0000,1165880.0000,525277.0000,674416.0000,115521.0000,57170.0000,98064.0000,36858.0000,564047.0000,1242033.0000,501135.0000,1112491.0000,422261.0000,598079.0000,46721.0000,260568.0000,1954066.0000,16171513.000,2112311.0000,17010140.000,392684.0000,1619820.0000,2458762.0000,6597886.0000
18,IN,001,Adams County,0,14553.0000,7174.0000,9920.0000,33078.0000,12559.0000,626451.0000,11048.0000,414131.0000,5166.0000,9192.0000,2737.0000,5929.0000,2386.0000,3715.0000,2747.0000,33549.0000,1282.0000,2047.0000,15906.0000,1692.0000,17536.0000,3076.0000,38488.0000,1402.0000,6652.0000,1779.0000,19331.0000,33.0000,452.0000,2973.0000,61498.0000,2753.0000,13139.0000,179.0000,220.0000,2627.0000,4349.0000,2964.0000,18415.0000,2092.0000,12893.0000,2375.0000,16867.0000,10082.0000,385452.0000,4470.0000,5609.0000,2458.0000,3473.0000,517.0000,229.0000,431.0000,217.0000,2271.0000,4827.0000,1961.0000,4308.0000,1620.0000,2283.0000,116.0000,623.0000,8920.0000,58514.0000,9669.0000,62368.0000,2109.0000,9673.0000,11362.0000,26629.0000
18,IN,003,Allen County,0,168617.0000,64945.0000,80809.0000,341824.0000,120566.0000,8722788.0000,140482.0000,6104208.0000,57748.0000,92629.0000,32476.0000,154420.0000,29644.0000,107831.0000,21972.0000,212263.0000,1802.0000,23944.0000,561639.0000,18464.0000,251940.0000,33449.0000,490316.0000,15581.0000,99149.0000,19216.0000,223154.0000,698.0000,14077.0000,44265.0000,937510.0000,40785.0000,219516.0000,2405.0000,2747.0000,40549.0000,83869.0000,44145.0000,320918.0000,35979.0000,249892.0000,36220.0000,199689.0000,122254.0000,5893843.0000,56515.0000,72610.0000,29363.0000,38906.0000,6582.0000,3238.0000,5353.0000,1701.0000,33591.0000,77078.0000,30199.0000,69017.0000,24722.0000,33719.0000,2622.0000,17642.0000,106855.0000,992874.0000,116226.0000,1036929.0000,21406.0000,89542.0000,137716.0000,369522.0000
18,IN,005,Bartholomew County,0,38194.0000,15954.0000,20230.0000,83306.0000,31892.0000,2064925.0000,32321.0000,1564001.0000,13289.0000,21530.0000,7462.0000,30167.0000,6876.0000,21495.0000,4339.0000,49052.0000,619.0000,5466.0000,34959.0000,3854.0000,59428.0000,8035.0000,121775.0000,2552.0000,16359.0000,4808.0000,58237.0000,138.0000,2130.0000,10529.0000,218562.0000,9511.0000,54504.0000,643.0000,1013.0000,9303.0000,20041.0000,10487.0000,79235.0000,8191.0000,59573.0000,8154.0000,39485.0000,28521.0000,1386997.0000,13098.0000,20076.0000,7419.0000,9199.0000,1322.0000,636.0000,1296.0000,483.0000,5855.0000,11653.0000,5130.0000,10604.0000,5499.0000,11091.0000,712.0000,4158.0000,25047.0000,231481.0000,26412.0000,241015.0000,4949.0000,22907.0000,31281.0000,88248.0000
18,IN,007,Benton County,0,4182.0000,1833.0000,2529.0000,8476.0000,2841.0000,171254.0000,3451.0000,123382.0000,1489.0000,2051.0000,746.0000,3992.0000,676.0000,3472.0000,620.0000,4408.0000,307.0000,482.0000,4984.0000,411.0000,3432.0000,804.0000,10341.0000,315.0000,1982.0000,593.0000,6635.0000,25.0000,548.0000,837.0000,15015.0000,782.0000,4369.0000,35.0000,32.0000,693.0000,716.0000,831.0000,5297.0000,563.0000,3271.0000,619.0000,2439.0000,3077.0000,116521.0000,1321.0000,1618.0000,771.0000,1071.0000,159.0000,74.0000,163.0000,59.0000,784.0000,1635.0000,683.0000,1483.0000,555.0000,716.0000,33.0000,184.0000,2702.0000,16365.0000,2956.0000,18473.0000,753.0000,4387.0000,3155.0000,7966.0000
18,IN,009,Blackford County,0,5879.0000,2654.0000,3608.0000,11706.0000,3512.0000,222917.0000,4675.0000,159564.0000,2107.0000,2198.0000,978.0000,2269.0000,882.0000,1578.0000,661.0000,4652.0000,222.0000,636.0000,3141.0000,742.0000,6827.0000,1519.0000,20425.0000,650.0000,3979.0000,827.0000,8067.0000,0.0001,0.0001,858.0000,15895.0000,775.0000,3310.0000,74.0000,78.0000,752.0000,932.0000,857.0000,4558.0000,616.0000,3589.0000,598.0000,2989.0000,4043.0000,133588.0000,1636.0000,1783.0000,948.0000,1167.0000,127.0000,58.0000,196.0000,71.0000,1247.0000,2650.0000,1098.0000,2405.0000,773.0000,965.0000,42.0000,123.0000,3608.0000,18536.0000,3936.0000,19962.0000,715.0000,2885.0000,4785.0000,11666.0000
18,IN,011,Boone County,0,27984.0000,13402.0000,13887.0000,59208.0000,20526.0000,2323407.0000,23670.0000,1702692.0000,11251.0000,22721.0000,7800.0000,47314.0000,7287.0000,34583.0000,4622.0000,74211.0000,544.0000,6396.0000,73111.0000,3103.0000,60497.0000,5138.0000,86205.0000,1673.0000,11829.0000,3242.0000,42576.0000,380.0000,9078.0000,11565.0000,325144.0000,10935.0000,84376.0000,479.0000,601.0000,10727.0000,34089.0000,11541.0000,123020.0000,9788.0000,96226.0000,9854.0000,63049.0000,21960.0000,1736434.0000,10230.0000,13509.0000,5026.0000,6952.0000,1715.0000,898.0000,1098.0000,473.0000,3150.0000,6210.0000,2701.0000,5447.0000,2218.0000,2877.0000,1717.0000,10213.0000,20192.0000,362898.0000,21443.0000,378866.0000,5476.0000,38858.0000,20417.0000,60706.0000
18,IN,013,Brown County,0,7467.0000,3603.0000,3883.0000,14506.0000,3887.0000,347834.0000,5852.0000,243784.0000,2512.0000,3255.0000,1374.0000,5462.0000,1232.0000,3768.0000,1402.0000,14782.0000,149.0000,1112.0000,4873.0000,915.0000,15892.0000,1880.0000,35679.0000,662.0000,4312.0000,1242.0000,14307.0000,27.0000,472.0000,2234.0000,44545.0000,2038.0000,9940.0000,134.0000,126.0000,2035.0000,3078.0000,2232.0000,14081.0000,1845.0000,14280.0000,1713.0000,6958.0000,5396.0000,224247.0000,2028.0000,2267.0000,1098.0000,1436.0000,195.0000,63.0000,255.0000,133.0000,1246.0000,2479.0000,1029.0000,2099.0000,735.0000,944.0000,78.0000,451.0000,4919.0000,34557.0000,5425.0000,37011.0000,1172.0000,3353.0000,5756.0000,14179.0000
18,IN,015,Carroll County,0,9435.0000,4513.0000,5745.0000,19346.0000,6159.0000,448972.0000,7794.0000,315423.0000,3245.0000,4857.0000,1409.0000,3602.0000,1286.0000,2581.0000,1247.0000,9383.0000,455.0000,1140.0000,11208.0000,1040.0000,11498.0000,2144.0000,31573.0000,681.0000,4472.0000,1364.0000,15188.0000,20.0000,291.0000,2109.0000,40573.0000,1961.0000,10271.0000,126.0000,177.0000,1904.0000,2397.0000,2104.0000,13428.0000,1626.0000,10659.0000,1577.0000,6328.0000,7003.0000,292954.0000,2950.0000,3626.0000,1778.0000,2396.0000,314.0000,136.0000,378.0000,146.0000,1515.0000,3125.0000,1311.0000,2796.0000,1085.0000,1499.0000,80.0000,353.0000,6252.0000,44372.0000,6711.0000,47475.0000,1434.0000,8471.0000,7348.0000,18760.0000
18,IN,017,Cass County,0,18162.0000,7418.0000,11677.0000,39865.0000,15385.0000,729216.0000,15188.0000,544034.0000,5583.0000,8645.0000,2616.0000,6456.0000,2412.0000,4605.0000,1975.0000,13061.0000,529.0000,1661.0000,9785.0000,1827.0000,18005.0000,4170.0000,59633.0000,1442.0000,9621.0000,2317.0000,23672.0000,37.0000,461.0000,3249.0000,59482.0000,3042.0000,15641.0000,170.0000,159.0000,2852.0000,3566.0000,3240.0000,20314.0000,2407.0000,13575.0000,2353.0000,10686.0000,12950.0000,436659.0000,6039.0000,6154.0000,3591.0000,4153.0000,501.0000,252.0000,660.0000,238.0000,3790.0000,8299.0000,3427.0000,7596.0000,3473.0000,5776.0000,135.0000,661.0000,10834.0000,63142.0000,11734.0000,67293.0000,2012.0000,8321.0000,15193.0000,43338.0000
18,IN,019,Clark County,0,53539.0000,20623.0000,29485.0000,107568.0000,36466.0000,2402306.0000,45838.0000,1841394.0000,14637.0000,20415.0000,7715.0000,21516.0000,6946.0000,15716.0000,6633.0000,54835.0000,632.0000,5269.0000,27229.0000,4916.0000,61152.0000,11072.0000,182439.0000,5189.0000,35145.0000,6328.0000,66791.0000,128.0000,1816.0000,16064.0000,290716.0000,15026.0000,74142.0000,629.0000,709.0000,14642.0000,23290.0000,16026.0000,103136.0000,13551.0000,91935.0000,12977.0000,43782.0000,40340.0000,1523376.0000,17364.0000,19766.0000,10065.0000,12278.0000,2066.0000,1065.0000,1558.0000,449.0000,10126.0000,20958.0000,8859.0000,18994.0000,7779.0000,11376.0000,426.0000,2037.0000,35591.0000,232137.0000,38012.0000,243476.0000,6205.0000,25049.0000,45105.0000,115644.0000
18,IN,021,Clay County,0,12238.0000,5640.0000,8554.0000,24825.0000,7796.0000,497945.0000,10237.0000,377501.0000,3419.0000,5223.0000,1877.0000,3717.0000,1733.0000,2628.0000,1486.0000,12475.0000,443.0000,1293.0000,5158.0000,1144.0000,12421.0000,2810.0000,40348.0000,1394.0000,8735.0000,1538.0000,15428.0000,27.0000,408.0000,2346.0000,42157.0000,2210.0000,10658.0000,102.0000,154.0000,2098.0000,1870.0000,2341.0000,13318.0000,1848.0000,11550.0000,1709.0000,6464.0000,9005.0000,302739.0000,3805.0000,4298.0000,2262.0000,2868.0000,387.0000,172.0000,444.0000,122.0000,2546.0000,5522.0000,2248.0000,5025.0000,1689.0000,2010.0000,77.0000,318.0000,7955.0000,41018.0000,8564.0000,44129.0000,1430.0000,5258.0000,10100.0000,25907.0000
18,IN,023,Clinton County,0,15671.0000,6575.0000,9127.0000,34824.0000,13672.0000,639787.0000,13289.0000,490445.0000,4553.0000,6446.0000,2373.0000,6476.0000,2170.0000,4884.0000,1683.0000,12211.0000,477.0000,1803.0000,6411.0000,1399.0000,15345.0000,3297.0000,45098.0000,1206.0000,8074.0000,1899.0000,20560.0000,40.0000,745.0000,3215.0000,55538.0000,3000.0000,13385.0000,154.0000,205.0000,2803.0000,3137.0000,3200.0000,17651.0000,2455.0000,14868.0000,2386.0000,9606.0000,11186.0000,386055.0000,5103.0000,5701.0000,3235.0000,4028.0000,458.0000,218.0000,529.0000,182.0000,2805.0000,6255.0000,2550.0000,5754.0000,2894.0000,4708.0000,89.0000,334.0000,9496.0000,52141.0000,10184.0000,56254.0000,1820.0000,7809.0000,12983.0000,35012.0000
18,IN,025,Crawford County,0,4542.0000,2150.0000,3178.0000,9227.0000,2779.0000,160346.0000,3711.0000,124775.0000,1319.0000,1351.0000,507.0000,900.0000,434.0000,586.0000,731.0000,4246.0000,331.0000,398.0000,1529.0000,388.0000,4658.0000,1044.0000,16196.0000,587.0000,3545.0000,517.0000,4397.0000,0.0001,0.0001,772.0000,13114.0000,701.0000,2269.0000,40.0000,52.0000,693.0000,976.0000,769.0000,3517.0000,612.0000,3540.0000,532.0000,1621.0000,3148.0000,91542.0000,1300.0000,1327.0000,750.0000,939.0000,148.0000,50.0000,136.0000,40.0000,1017.0000,2199.0000,875.0000,1939.0000,640.0000,807.0000,0.0001,0.0001,2783.0000,11513.0000,3101.0000,12517.0000,476.0000,982.0000,3803.0000,9665.0000
18,IN,027,Daviess County,0,13915.0000,6332.0000,9630.0000,30884.0000,11749.0000,604020.0000,11210.0000,409877.0000,5321.0000,6779.0000,2411.0000,8242.0000,2203.0000,4505.0000,2207.0000,26520.0000,1234.0000,1856.0000,18226.0000,1127.0000,11095.0000,2440.0000,41225.0000,710.0000,4035.0000,1494.0000,14112.0000,55.0000,734.0000,2361.0000,46689.0000,2201.0000,14274.0000,126.0000,142.0000,2064.0000,2964.0000,2356.0000,18124.0000,1690.0000,10034.0000,1698.0000,8525.0000,9868.0000,377277.0000,4212.0000,4827.0000,2691.0000,3495.0000,400.0000,197.0000,378.0000,171.0000,2628.0000,5857.0000,2321.0000,5404.0000,2287.0000,3945.0000,121.0000,705.0000,8471.0000,58321.0000,9083.0000,61839.0000,1912.0000,7313.0000,10806.0000,27726.0000
18,IN,029,Dearborn County,0,24291.0000,10954.0000,14509.0000,48765.0000,15578.0000,1218910.0000,20511.0000,939720.0000,8966.0000,10829.0000,5318.0000,15705.0000,4882.0000,12024.0000,3038.0000,27036.0000,589.0000,3176.0000,10356.0000,2811.0000,42159.0000,5479.0000,92002.0000,2369.0000,17430.0000,3139.0000,35182.0000,83.0000,862.0000,7652.0000,142341.0000,6990.0000,31579.0000,393.0000,382.0000,7148.0000,13927.0000,7633.0000,48510.0000,6741.0000,52021.0000,5622.0000,15535.0000,18570.0000,805576.0000,7793.0000,9997.0000,4541.0000,6358.0000,819.0000,413.0000,815.0000,445.0000,3746.0000,7793.0000,3255.0000,6900.0000,2484.0000,3089.0000,275.0000,1125.0000,16923.0000,122332.0000,18016.0000,128244.0000,3070.0000,9769.0000,20042.0000,56042.0000
18,IN,031,Decatur County,0,12650.0000,5430.0000,7897.0000,25159.0000,8146.0000,527167.0000,10512.0000,400979.0000,4570.0000,6521.0000,2530.0000,6439.0000,2366.0000,4777.0000,1601.0000,13528.0000,539.0000,1759.0000,10353.0000,1168.0000,13052.0000,2661.0000,31568.0000,1320.0000,8872.0000,1419.0000,14739.0000,35.0000,431.0000,2468.0000,43288.0000,2281.0000,9802.0000,154.0000,186.0000,2177.0000,2860.0000,2462.0000,13468.0000,1928.0000,13439.0000,1851.0000,6895.0000,9063.0000,335161.0000,4084.0000,4683.0000,2334.0000,3084.0000,321.0000,165.0000,473.0000,192.0000,2336.0000,4880.0000,2063.0000,4434.0000,1597.0000,2016.0000,100.0000,431.0000,8035.0000,47811.0000,8659.0000,51404.0000,1693.0000,7018.0000,10062.0000,25638.0000
18,IN,033,DeKalb County,0,19531.0000,8629.0000,11414.0000,39683.0000,12970.0000,870657.0000,16265.0000,660855.0000,6643.0000,10279.0000,3547.0000,19487.0000,3286.0000,10788.0000,2413.0000,19381.0000,631.0000,2438.0000,19357.0000,2243.0000,26513.0000,4160.0000,53585.0000,1883.0000,11410.0000,2263.0000,23727.0000,41.0000,541.0000,4497.0000,85093.0000,4156.0000,19304.0000,242.0000,322.0000,4193.0000,6192.0000,4490.0000,27067.0000,3702.0000,25936.0000,3405.0000,15025.0000,14360.0000,555721.0000,6526.0000,8744.0000,3739.0000,5043.0000,716.0000,326.0000,739.0000,329.0000,3543.0000,7653.0000,3142.0000,6948.0000,2436.0000,3146.0000,179.0000,822.0000,12690.0000,80075.0000,13619.0000,84567.0000,2229.0000,9074.0000,16074.0000,42101.0000
18,IN,035,Delaware County,0,48737.0000,18829.0000,24650.0000,92198.0000,27810.0000,2023168.0000,39962.0000,1438174.0000,13931.0000,20648.0000,7195.0000,25354.0000,6408.0000,17862.0000,5729.0000,57227.0000,518.0000,5207.0000,28105.0000,5161.0000,64132.0000,11878.0000,192016.0000,4652.0000,30009.0000,6737.0000,75457.0000,153.0000,2704.0000,9413.0000,185974.0000,8610.0000,40505.0000,567.0000,595.0000,8470.0000,14113.0000,9386.0000,58540.0000,7274.0000,46915.0000,7140.0000,33903.0000,34055.0000,1281249.0000,13616.0000,14587.0000,7070.0000,8839.0000,1474.0000,685.0000,1438.0000,389.0000,10176.0000,21715.0000,9088.0000,19761.0000,6302.0000,7631.0000,491.0000,2463.0000,30287.0000,200380.0000,32957.0000,212089.0000,5799.0000,21272.0000,40325.0000,99572.0000
18,IN,037,Dubois County,0,21611.0000,9554.0000,15175.0000,41885.0000,13415.0000,1184589.0000,18469.0000,803638.0000,8630.0000,31189.0000,6382.0000,33293.0000,6067.0000,27086.0000,2622.0000,30751.0000,767.0000,4029.0000,54474.0000,2531.0000,30075.0000,3629.0000,46040.0000,1336.0000,6846.0000,2451.0000,27240.0000,114.0000,1480.0000,4661.0000,100907.0000,4332.0000,32345.0000,266.0000,384.0000,4238.0000,8808.0000,4653.0000,42977.0000,3455.0000,22883.0000,3483.0000,15184.0000,16507.0000,825386.0000,7619.0000,9589.0000,4159.0000,5669.0000,930.0000,412.0000,645.0000,403.0000,2771.0000,5547.0000,2369.0000,4964.0000,2060.0000,2856.0000,331.0000,2447.0000,14804.0000,144046.0000,15611.0000,150377.0000,2585.0000,10764.0000,17197.0000,42912.0000
18,IN,039,Elkhart County,0,89071.0000,36795.0000,48500.0000,201174.0000,81178.0000,3878524.0000,75931.0000,2911199.0000,27948.0000,53171.0000,13031.0000,71350.0000,11740.0000,49029.0000,11861.0000,114045.0000,1463.0000,10261.0000,91239.0000,9056.0000,110879.0000,12983.0000,158980.0000,10532.0000,57346.0000,8802.0000,96913.0000,246.0000,4629.0000,21398.0000,439345.0000,19723.0000,100951.0000,1285.0000,1421.0000,19679.0000,39628.0000,21345.0000,148224.0000,17129.0000,116042.0000,16781.0000,91437.0000,63111.0000,2361245.0000,30071.0000,35348.0000,18396.0000,22953.0000,2775.0000,1350.0000,2382.0000,695.0000,18568.0000,42093.0000,16677.0000,38254.0000,18141.0000,29828.0000,1019.0000,6377.0000,52322.0000,366089.0000,57078.0000,387806.0000,10118.0000,41316.0000,73923.0000,208047.0000
18,IN,041,Fayette County,0,10281.0000,4614.0000,6924.0000,21094.0000,6764.0000,380356.0000,8133.0000,278467.0000,3211.0000,4715.0000,1458.0000,4740.0000,1336.0000,3661.0000,1243.0000,11792.0000,349.0000,1011.0000,4534.0000,985.0000,9711.0000,2766.0000,36053.0000,1076.0000,7479.0000,1443.0000,13708.0000,21.0000,228.0000,1721.0000,30084.0000,1603.0000,7710.0000,91.0000,117.0000,1534.0000,1877.0000,1716.0000,10197.0000,1307.0000,7291.0000,1161.0000,4557.0000,7022.0000,222913.0000,2884.0000,3099.0000,1730.0000,2100.0000,248.0000,92.0000,335.0000,125.0000,2497.0000,5295.0000,2209.0000,4766.0000,1595.0000,1946.0000,62.0000,297.0000,6161.0000,30465.0000,6775.0000,33113.0000,1261.0000,3912.0000,8439.0000,21794.0000
18,IN,043,Floyd County,0,36581.0000,14902.0000,20104.0000,71613.0000,22885.0000,1946704.0000,30759.0000,1451729.0000,12351.0000,20546.0000,7632.0000,23410.0000,6974.0000,17391.0000,4979.0000,58185.0000,368.0000,5317.0000,24847.0000,4023.0000,55213.0000,7899.0000,139406.0000,3062.0000,20420.0000,4681.0000,52630.0000,203.0000,3872.0000,11916.0000,246931.0000,10944.0000,63698.0000,563.0000,704.0000,11093.0000,20616.0000,11888.0000,89284.0000,9891.0000,74220.0000,10108.0000,42990.0000,27901.0000,1349242.0000,11867.0000,18382.0000,6194.0000,7896.0000,1632.0000,803.0000,1229.0000,450.0000,6012.0000,12478.0000,5307.0000,11174.0000,4044.0000,5136.0000,698.0000,3324.0000,25289.0000,225316.0000,26895.0000,235942.0000,4963.0000,18963.0000,29656.0000,75885.0000
18,IN,045,Fountain County,0,8137.0000,3630.0000,5434.0000,16978.0000,5810.0000,353898.0000,6612.0000,251176.0000,2481.0000,3519.0000,1086.0000,3334.0000,977.0000,2833.0000,994.0000,8677.0000,438.0000,723.0000,5180.0000,759.0000,8969.0000,1928.0000,26212.0000,754.0000,4846.0000,1106.0000,11476.0000,21.0000,298.0000,1224.0000,22342.0000,1131.0000,5688.0000,68.0000,79.0000,1085.0000,1313.0000,1215.0000,7385.0000,927.0000,5661.0000,835.0000,4078.0000,5951.0000,225004.0000,2461.0000,2993.0000,1574.0000,2116.0000,127.0000,61.0000,253.0000,112.0000,1390.0000,3008.0000,1215.0000,2691.0000,1085.0000,1626.0000,55.0000,254.0000,5254.0000,33750.0000,5644.0000,36603.0000,1072.0000,6080.0000,6556.0000,17522.0000
18,IN,047,Franklin County,0,10939.0000,5442.0000,7537.0000,23093.0000,7672.0000,520094.0000,8955.0000,396120.0000,4322.0000,7899.0000,2451.0000,11663.0000,2261.0000,9650.0000,1665.0000,14928.0000,744.0000,1603.0000,11030.0000,1073.0000,13297.0000,2346.0000,32199.0000,1172.0000,7512.0000,1323.0000,14048.0000,36.0000,345.0000,2743.0000,56631.0000,2603.0000,13430.0000,100.0000,84.0000,2531.0000,3982.0000,2734.0000,18257.0000,2308.0000,18078.0000,2045.0000,8195.0000,7955.0000,332972.0000,3618.0000,4767.0000,2102.0000,3017.0000,341.0000,155.0000,377.0000,200.0000,1821.0000,3866.0000,1582.0000,3338.0000,1276.0000,1639.0000,134.0000,890.0000,7074.0000,49350.0000,7732.0000,52713.0000,1472.0000,5419.0000,8684.0000,23104.0000
18,IN,049,Fulton County,0,9483.0000,4274.0000,6471.0000,19633.0000,6554.0000,394827.0000,7589.0000,281213.0000,3541.0000,5428.0000,1496.0000,5893.0000,1384.0000,4769.0000,1480.0000,11379.0000,564.0000,1111.0000,7769.0000,959.0000,10561.0000,2088.0000,28470.0000,854.0000,5474.0000,1258.0000,13665.0000,36.0000,534.0000,1834.0000,34706.0000,1718.0000,8300.0000,85.0000,110.0000,1623.0000,2116.0000,1831.0000,11068.0000,1382.0000,8339.0000,1392.0000,6286.0000,6621.0000,244055.0000,2836.0000,3178.0000,1667.0000,2102.0000,285.0000,138.0000,357.0000,127.0000,1936.0000,4208.0000,1702.0000,3766.0000,1379.0000,1867.0000,81.0000,343.0000,5774.0000,35496.0000,6368.0000,38588.0000,1309.0000,6916.0000,7424.0000,19128.0000
18,IN,051,Gibson County,0,15756.0000,7094.0000,9922.0000,30954.0000,9477.0000,736900.0000,13140.0000,553205.0000,5336.0000,7177.0000,3342.0000,7823.0000,3041.0000,5480.0000,1781.0000,18402.0000,499.0000,2235.0000,12954.0000,1655.0000,18064.0000,3695.0000,47739.0000,1431.0000,7671.0000,2008.0000,21258.0000,52.0000,823.0000,3006.0000,54775.0000,2754.0000,11629.0000,199.0000,252.0000,2682.0000,3995.0000,2986.0000,16739.0000,2281.0000,15736.0000,2138.0000,9890.0000,11855.0000,486022.0000,5037.0000,6015.0000,2995.0000,4222.0000,659.0000,309.0000,446.0000,204.0000,2490.0000,4878.0000,2162.0000,4473.0000,1519.0000,1888.0000,130.0000,430.0000,10832.0000,72036.0000,11338.0000,76472.0000,2127.0000,9267.0000,12569.0000,31644.0000
18,IN,053,Grant County,0,30011.0000,12384.0000,14628.0000,59440.0000,18870.0000,1169066.0000,24352.0000,839414.0000,10126.0000,13245.0000,4324.0000,10592.0000,3819.0000,7583.0000,3413.0000,29474.0000,427.0000,3038.0000,15524.0000,3454.0000,41404.0000,7683.0000,118965.0000,2811.0000,18647.0000,4271.0000,42991.0000,71.0000,1220.0000,5948.0000,112237.0000,5527.0000,27711.0000,292.0000,310.0000,5195.0000,5860.0000,5924.0000,35599.0000,4426.0000,24922.0000,4522.0000,25243.0000,20508.0000,704072.0000,8414.0000,9338.0000,4646.0000,5623.0000,724.0000,322.0000,839.0000,319.0000,6652.0000,14739.0000,5979.0000,13493.0000,4474.0000,5494.0000,223.0000,1219.0000,18058.0000,101560.0000,19817.0000,108700.0000,3404.0000,11362.0000,24821.0000,61833.0000
18,IN,055,Greene County,0,14565.0000,6786.0000,9638.0000,29265.0000,8907.0000,611688.0000,11701.0000,466615.0000,5203.0000,6193.0000,1988.0000,3947.0000,1806.0000,2678.0000,2055.0000,13957.0000,752.0000,1558.0000,5374.0000,1289.0000,12712.0000,3736.0000,68811.0000,1457.0000,8963.0000,1920.0000,17432.0000,24.0000,273.0000,2675.0000,46813.0000,2432.0000,9766.0000,182.0000,274.0000,2420.0000,3057.0000,2665.0000,13937.0000,2003.0000,11838.0000,1954.0000,8477.0000,10467.0000,383673.0000,4314.0000,5005.0000,2577.0000,3358.0000,555.0000,259.0000,540.0000,297.0000,2779.0000,5826.0000,2417.0000,5238.0000,1747.0000,2201.0000,79.0000,363.0000,9441.0000,53658.0000,10183.0000,57006.0000,1705.0000,4759.0000,11888.0000,32045.0000
18,IN,057,Hamilton County,0,132887.0000,65460.0000,61629.0000,290442.0000,105360.0000,11609700.000,115150.0000,8919120.0000,58125.0000,111999.0000,39863.0000,236770.0000,36959.0000,158294.0000,22625.0000,359305.0000,654.0000,33361.0000,491818.0000,14832.0000,296115.0000,22677.0000,431599.0000,7383.0000,53900.0000,13899.0000,198389.0000,1664.0000,37441.0000,66003.0000,2058750.0000,62253.0000,437609.0000,2773.0000,4056.0000,61809.0000,195452.0000,65892.0000,660082.0000,57647.0000,571419.0000,57101.0000,284910.0000,107835.0000,8928133.0000,52759.0000,72316.0000,26640.0000,38061.0000,9833.0000,5071.0000,5453.0000,1908.0000,11932.0000,23590.0000,10086.0000,20024.0000,9642.0000,13617.0000,8472.0000,48181.0000,99924.0000,1809345.0000,105506.0000,1880240.0000,26698.0000,178908.0000,97648.0000,302088.0000
